000l|4444444444|4445554444|4455255554|4453454554|4444453444|4325452254|4555551554|4444445534|4444445554|4444444444|
001u|4444444444|4445554444|4455255554|4453454554|4444453444|4325452254|4555515554|4444445534|4444445554|4444444444|
002u|4444444444|4445554444|4455255554|4453454554|4444453444|4325412254|4555555554|4444445534|4444445554|4444444444|
003u|4444444444|4445554444|4455255554|4453454554|4444413444|4325452254|4555555554|4444445534|4444445554|4444444444|
004u|4444444444|4445554444|4455255554|4453414554|4444453444|4325452254|4555555554|4444445534|4444445554|4444444444|
005l|4444444444|4445554444|4455215554|4453454554|4444453444|4325452254|4555555554|4444445534|4444445554|4444444444|
006u|4444444444|4445554444|4452155554|4453454554|4444453444|4325452254|4555555554|4444445534|4444445554|4444444444|
007l|4444444444|4445154444|4452555554|4453454554|4444453444|4325452254|4555555554|4444445534|4444445554|4444444444|
008d|4444444444|4441554444|4452555554|4453454554|4444453444|4325452254|4555555554|4444445534|4444445554|4444444444|
009r|4444444444|4445554444|4451555554|4452454554|4444453444|4325452254|4555555554|4444445534|4444445554|4444444444|
010r|4444444444|4445554444|4455155554|4452454554|4444453444|4325452254|4555555554|4444445534|4444445554|4444444444|
011d|4444444444|4445554444|4455515554|4452454554|4444453444|4325452254|4555555554|4444445534|4444445554|4444444444|
012d|4444444444|4445554444|4455555554|4452414554|4444453444|4325452254|4555555554|4444445534|4444445554|4444444444|
013r|4444444444|4445554444|4455555554|4452454554|4444413444|4325452254|4555555554|4444445534|4444445554|4444444444|
014d|4444444444|4445554444|4455555554|4452454554|4444451444|4325452254|4555555554|4444445534|4444445554|4444444444|
015l|4444444444|4445554444|4455555554|4452454554|4444453444|4325451254|4555552554|4444445534|4444445554|4444444444|
016d|4444444444|4445554444|4455555554|4452454554|4444453444|4325415254|4555552554|4444445534|4444445554|4444444444|
017r|4444444444|4445554444|4455555554|4452454554|4444453444|4325455254|4555512554|4444445534|4444445554|4444444444|
018d|4444444444|4445554444|4455555554|4452454554|4444453444|4325455254|4555551254|4444445534|4444445554|4444444444|
019r|4444444444|4445554444|4455555554|4452454554|4444453444|4325455254|4555555254|4444441534|4444445554|4444444444|
020r|4444444444|4445554444|4455555554|4452454554|4444453444|4325455254|4555555254|4444445134|4444445554|4444444444|
021u|4444444444|4445554444|4455555554|4452454554|4444453444|4325455254|4555555254|4444445514|4444445554|4444444444|
022u|4444444444|4445554444|4455555554|4452454554|4444453444|4325455254|4555555214|4444445534|4444445554|4444444444|
023l|4444444444|4445554444|4455555554|4452454554|4444453444|4325455214|4555555254|4444445534|4444445554|4444444444|
024d|4444444444|4445554444|4455555554|4452454554|4444453444|4325452154|4555555254|4444445534|4444445554|4444444444|
025l|4444444444|4445554444|4455555554|4452454554|4444453444|4325452554|4555555154|4444445234|4444445554|4444444444|
026u|4444444444|4445554444|4455555554|4452454554|4444453444|4325452554|4555551554|4444445234|4444445554|4444444444|
027d|4444444444|4445554444|4455555554|4452454554|4444452444|4325451554|4555555554|4444445234|4444445554|4444444444|
028d|4444444444|4445554444|4455555554|4452454554|4444452444|4325455554|4555551554|4444445234|4444445554|4444444444|
029r|4444444444|4445554444|4455555554|4452454554|4444452444|4325455554|4555555554|4444441234|4444445554|4444444444|
030u|4444444444|4445554444|4455555554|4452454554|4444452444|4325455554|4555555554|4444445124|4444445554|4444444444|
031l|4444444444|4445554444|4455555554|4452454554|4444452444|4325455554|4555555154|4444445524|4444445554|4444444444|
032l|4444444444|4445554444|4455555554|4452454554|4444452444|4325455554|4555551554|4444445524|4444445554|4444444444|
033l|4444444444|4445554444|4455555554|4452454554|4444452444|4325455554|4555515554|4444445524|4444445554|4444444444|
034l|4444444444|4445554444|4455555554|4452454554|4444452444|4325455554|4555155554|4444445524|4444445554|4444444444|
035u|4444444444|4445554444|4455555554|4452454554|4444452444|4325455554|4551555554|4444445524|4444445554|4444444444|
036l|4444444444|4445554444|4455555554|4452454554|4444452444|4321455554|4555555554|4444445524|4444445554|4444444444|
-------------------------------------------------------
