-------------------------------------------------------
000d|4444444444|4555444564|4545444554|4555555544|4534442254|4555445554|4455445554|4524351554|4553555554|4444444444|
001d|4444444444|4555444564|4545444554|4555555544|4534442254|4555445554|4455445554|4524355554|4553551554|4444444444|
002l|4444444444|4555444564|4545444554|4555555544|4534442254|4555445554|4455445554|4524355554|4553515554|4444444444|
003l|4444444444|4555444564|4545444554|4555555544|4534442254|4555445554|4455445554|4524355554|4553155554|4444444444|
004l|4444444444|4555444564|4545444554|4555555544|4534442254|4555445554|4455445554|4524355554|4551555554|4444444444|
005l|4444444444|4555444564|4545444554|4555555544|4534442254|4555445554|4455445554|4524355554|4513555554|4444444444|
006u|4444444444|4555444564|4545444554|4555555544|4534442254|4555445554|4425445554|4514355554|4553555554|4444444444|
007u|4444444444|4555444564|4545444554|4555555544|4534442254|4525445554|4415445554|4554355554|4553555554|4444444444|
008u|4444444444|4555444564|4545444554|4555555544|4524442254|4515445554|4455445554|4554355554|4553555554|4444444444|
009l|4444444444|4555444564|4545444554|4555555544|4524442254|4155445554|4455445554|4554355554|4553555554|4444444444|
010u|4444444444|4555444564|4545444554|4555555544|4124442254|4555445554|4455445554|4554355554|4553555554|4444444444|
011u|4444444444|4555444564|4545444554|4155555544|4524442254|4555445554|4455445554|4554355554|4553555554|4444444444|
012r|4444444444|4555444564|4545444554|4515555544|4524442254|4555445554|4455445554|4554355554|4553555554|4444444444|
013r|4444444444|4555444564|4545444554|4551555544|4524442254|4555445554|4455445554|4554355554|4553555554|4444444444|
014r|4444444444|4555444564|4545444554|4555155544|4524442254|4555445554|4455445554|4554355554|4553555554|4444444444|
015r|4444444444|4555444564|4545444554|4555515544|4524442254|4555445554|4455445554|4554355554|4553555554|4444444444|
016r|4444444444|4555444564|4545444554|4555551544|4524442254|4555445554|4455445554|4554355554|4553555554|4444444444|
017d|4444444444|4555444564|4545444554|4555555544|4524441254|4555442554|4455445554|4554355554|4553555554|4444444444|
018d|4444444444|4555444564|4545444554|4555555544|4524445254|4555441554|4455442554|4554355554|4553555554|4444444444|
019d|4444444444|4555444564|4545444554|4555555544|4524445254|4555445554|4455441554|4554352554|4553555554|4444444444|
020u|4444444444|4555444564|4545444554|4555555544|4524445254|4555441554|4455445554|4554352554|4553555554|4444444444|
021u|4444444444|4555444564|4545444554|4555555544|4524441254|4555445554|4455445554|4554352554|4553555554|4444444444|
022u|4444444444|4555444564|4545444554|4555551544|4524445254|4555445554|4455445554|4554352554|4553555554|4444444444|
023r|4444444444|4555444564|4545444554|4555555144|4524445254|4555445554|4455445554|4554352554|4553555554|4444444444|
024d|4444444444|4555444564|4545444554|4555555544|4524445154|4555445254|4455445554|4554352554|4553555554|4444444444|
025d|4444444444|4555444564|4545444554|4555555544|4524445554|4555445154|4455445254|4554352554|4553555554|4444444444|
026d|4444444444|4555444564|4545444554|4555555544|4524445554|4555445554|4455445154|4554352254|4553555554|4444444444|
027d|4444444444|4555444564|4545444554|4555555544|4524445554|4555445554|4455445554|4554352154|4553555254|4444444444|
028l|4444444444|4555444564|4545444554|4555555544|4524445554|4555445554|4455445554|4554321554|4553555254|4444444444|
029l|4444444444|4555444564|4545444554|4555555544|4524445554|4555445554|4455445554|4554215554|4553555254|4444444444|
030r|4444444444|4555444564|4545444554|4555555544|4524445554|4555445554|4455445554|4554251554|4553555254|4444444444|
031r|4444444444|4555444564|4545444554|4555555544|4524445554|4555445554|4455445554|4554255154|4553555254|4444444444|
032r|4444444444|4555444564|4545444554|4555555544|4524445554|4555445554|4455445554|4554255514|4553555254|4444444444|
033d|4444444444|4555444564|4545444554|4555555544|4524445554|4555445554|4455445554|4554255554|4553555214|4444444444|
034l|4444444444|4555444564|4545444554|4555555544|4524445554|4555445554|4455445554|4554255554|4553552154|4444444444|
